id,dupe_flag
100090551,TRUE
100090559,TRUE
100090770,TRUE
100090782,TRUE
100090848,TRUE
100090854,TRUE
100090870,TRUE
100090898,TRUE
100091046,TRUE
100091132,TRUE
100091154,TRUE
100091184,TRUE
100091201,TRUE
100091204,TRUE
100091208,TRUE
100091210,TRUE
100091240,TRUE
100091244,TRUE
100091252,TRUE
100091255,TRUE
100091256,TRUE
100091260,TRUE
100091264,TRUE
100091293,TRUE
100091331,TRUE
100091341,TRUE
100091364,TRUE
100091461,TRUE
100091486,TRUE
100091570,TRUE
100091592,TRUE
100091614,TRUE
100091647,TRUE
100091656,TRUE
100091657,TRUE
100091687,TRUE
100091689,TRUE
100091705,TRUE
100091707,TRUE
100091709,TRUE
100091711,TRUE
100091792,TRUE
100091794,TRUE
100091798,TRUE
100091853,TRUE
100091855,TRUE
100091865,TRUE
100091867,TRUE
100091869,TRUE
100091877,TRUE
100091881,TRUE
100091885,TRUE
100091909,TRUE
100091911,TRUE
100091955,TRUE
100091957,TRUE
100092027,TRUE
100092092,TRUE
100092095,TRUE
100092101,TRUE
100092116,TRUE
100092197,TRUE
100092221,TRUE
100092223,TRUE
100092225,TRUE
100092226,TRUE
100092227,TRUE
100092228,TRUE
100092229,TRUE
100092230,TRUE
100092231,TRUE
100092232,TRUE
100092233,TRUE
100092234,TRUE
100092235,TRUE
100092236,TRUE
100092237,TRUE
100092238,TRUE
100092239,TRUE
100092240,TRUE
100092242,TRUE
100092243,TRUE
100092244,TRUE
100092245,TRUE
100092246,TRUE
100092247,TRUE
100092248,TRUE
100092249,TRUE
100092250,TRUE
100092251,TRUE
100092253,TRUE
100092254,TRUE
100092255,TRUE
100092256,TRUE
100092257,TRUE
100092258,TRUE
100092259,TRUE
100092262,TRUE
100092263,TRUE
100092264,TRUE
100092269,TRUE
100092270,TRUE
100092289,TRUE
100092299,TRUE
100092303,TRUE
100092304,TRUE
100092305,TRUE
100092306,TRUE
100092307,TRUE
100092310,TRUE
100092326,TRUE
100092330,TRUE
