FY2019_trim_1.csv,2019,city,0.978,7381,1e-4,21998,1244
FY2019_trim_2.csv,2019,state,1,60,0.0228,0,1
FY2019_trim_2.csv,2019,zip,0.9872,14137,0.0052,12772,1581
FY2019_trim_2.csv,2019,place,0.9979,12756,0.0567,2006,303
FY2019_trim_2.csv,2019,city,0.9782,7501,1e-4,21828,1286
FY2019_trim_3.csv,2019,state,1,60,0.0231,1,2
FY2019_trim_3.csv,2019,zip,0.9871,14177,0.0052,12866,1612
FY2019_trim_3.csv,2019,place,0.9978,12803,0.0567,2073,293
FY2019_trim_3.csv,2019,city,0.978,7492,0,21973,1298
FY2019_trim_4.csv,2019,state,1,59,0.0228,0,1
FY2019_trim_4.csv,2019,zip,0.9873,14030,0.0051,12639,1560
FY2019_trim_4.csv,2019,place,0.9979,12712,0.057,2009,281
FY2019_trim_4.csv,2019,city,0.9781,7435,0,21860,1251
FY2019_trim_5.csv,2019,state,1,60,0.0232,0,1
FY2019_trim_5.csv,2019,zip,0.987,14195,0.0054,12909,1596
FY2019_trim_5.csv,2019,place,0.9978,12878,0.0564,2085,299
FY2019_trim_5.csv,2019,city,0.978,7529,0,22019,1297
FY2019_trim_6.csv,2019,state,1,60,0.0237,0,1
FY2019_trim_6.csv,2019,zip,0.9866,14478,0.0053,13361,1674
FY2019_trim_6.csv,2019,place,0.9978,12993,0.0575,2108,309
FY2019_trim_6.csv,2019,city,0.9776,7745,0,22392,1383
FY2019_trim_7.csv,2019,state,1,57,0.0235,0,1
FY2019_trim_7.csv,2019,zip,0.9867,11367,0.0053,6108,1077
FY2019_trim_7.csv,2019,place,0.9977,10294,0.0572,994,197
FY2019_trim_7.csv,2019,city,0.9776,6002,0,10339,899
FY2020_trim_1.csv,2020,state,1,57,0.016,0,1
FY2020_trim_1.csv,2020,zip,0.9898,14526,0.0029,10167,1440
FY2020_trim_1.csv,2020,place,0.9973,13184,0.0758,2499,288
FY2020_trim_1.csv,2020,city,0.9856,7631,1e-4,14387,1127
FY2020_trim_2.csv,2020,state,1,60,0.0223,1,2
FY2020_trim_2.csv,2020,zip,0.987,11845,0.0042,7558,977
FY2020_trim_2.csv,2020,place,0.9979,10582,0.0605,1155,201
FY2020_trim_2.csv,2020,city,0.9787,6196,0,12422,857
